2350750	23779
7269750	19475
145750	11196,3847,24242
12008000	14020,24274,25618,7868,17647,14261,20979,4960
8555500	12173,27615,29078,18180,2249
425500	12285,13450,22094
4853750	18024
8430000	8637,7868
4256500	2410,12588,4694,7868
9039750	14020,24978,3228,11196,3627,16406,9563,7105,15584,2257,11983,16540,4709,14580,22887
4115500	6731
12215000	8689,14942,8637,6672,27791,14261,7868
3404000	905,29,3627,8446,22246,27791,18273,6246
2078000	14020,26608,17449,14902,16944,27791,14261,7868
7367000	14020,155,18730,21975,7061,15686,21336,15584,20297
4956000	14020,15315,11196,12285,14261,7868
7927750	14020,7868,25372,26288
9982500	542,2683
6572500	29099,7868
10443000	19466,8689,14261,23628,7868
1710500	2729,14780,1481,28065,8689,14261,7868
10401500	13878,17959,11080,1222,24929,22950,14048,21672,13394,8446,24541,13258,12189,6868,27791,17242,20979,7868
3913250	14020,9242,8409,13240,12220,9948,8689,9230
1627000	7868
9351750	11080
4195500	15315,20456,12285,22246,27791,7737
239250	28481,3068,18990,12647,7868
1194750	14020,25366,679,25169,7400,8637,24669,3627,2683,4059,83,8689,14261,7868
5108000	14020,27791,155,29547,4571,15094,4254,3627,29203,23628,2683,8689,14261,7868
1617250	11951,7061,28463,27791,23284,18002
4054000	11304,24088,9090
8633500	8148,5833,1950
567250	27791,7105,11080,7868
12371000	9111,12394,14261,14020,11776
6867750	14020
1319000	14020,10449
1832000	10916,12287,25687,11939,7868
3188000	16463,9567
980000	3228,29099
3249250	12394,7868,14261,2513
6099250	14020,7868,11823,13244
2050000	18996,27791,21659,10702,26866,12329,8689
2316250	14020,679,18180,9688,9657,26288,8689,14261
12027000	21865
10533750	8689,24601,14261
10915250	18075,12220,7868
4557250	7868
7116750	19514,26605,10308,11196,24503,14930
11114000	25372
3031750	16406,14020,11196,11263,7323,14261,27198,21565,16110,29099,26288,12977,8689,18131,7868
5170500	18805,14020,18730,11679,10232,27092,6096,7868
11111500	27791
3895750	8689,12475
9215000	14020,10097,11196,14294,6352,7868
10302500	8689,28164,679,26087,7409,6630,2626,14065
3114000	20536,21110,6828,23928,2655,20484,21092,8689,7868
452750	14020,21865,14796
9716500	11465,7868
8163500	22621,28438,26959,11196,18868,3252,14261,7868
8869250	8689
6126750	25117,15019
8909750	28270,3228
1579250	9906,4078,13020,7105,4953,21160,25424
764750	14153,7868
12417500	17959,7061,16406,7963,18024,15138,29099,8689
8156500	6447,8842,16420,4078
309750	4545,15365
4423500	9111,11543,24193,4147
