8096750	5267,3228,11196,21672,24887,26288,8769,7868
145750	11196,3847,24242
12008000	24274,4960,14261,7868
8555500	12173,18180,29078,2249
425500	13450,22094
8430000	8637,7868
4256500	2410,12588,4694,7868
9039750	3228,11196,3627,16406,9563,7105,2257,11983,14580,22887
4115500	6731
12215000	8637,27791,7868,14942,6672
3404000	905,29,3627,8446,22246,27791,18273,6246
2078000	26608,17449,14902,16944,27791,7868
7367000	21336,21975,15584,15686
4956000	7868
7927750	7868,26288
9982500	542
6572500	29099,7868
10443000	19466,23628,7868
1710500	28065,7868,2729,14780
10401500	13878,17959,11080,1222,24929,22950,14048,21672,13394,8446,24541,12189,27791,17242,7868
3913250	14020,9242,8409,12220,9948,8689,9230
1627000	7868
9351750	11080
4195500	22246,7737,20456
1194750	679,8637,3627,4059,83,25366,7400,7868
5108000	14020,29547,15094,4254,3627,29203,7868
1617250	28463,27791,11951,18002
10018000	642,27791,5429,7868
5440500	11080
8633500	8148,5833,1950
567250	27791,11080,7868
12371000	12394
6867750	14020
1832000	10916,25687,11939,7868
3188000	9567
980000	3228,29099
3249250	12394,7868,2513
6099250	7868,11823,13244
2050000	18996,26866,12329,10702
2316250	9688,9657,26288
10533750	24601,14261
10915250	18075,12220,7868
4557250	7868
11114000	25372
3031750	16406,14020,7323,11263,14261,27198,21565,16110,29099,12977,18131,7868
5170500	18805,14020,18730,11679,6096,7868
11111500	27791
9215000	10097,6352,14294,7868
10302500	8689,2626,26087,7409,6630,28164,14065
3114000	20536,21110,6828,23928,2655,20484,21092,7868
12275500	21930
9716500	11465,7868
6126750	25117,15019
7699500	13592,18730,11793,14182,21672,9802,8719,7868
1579250	9906,4953,21160,4078,25424
764750	7868
12417500	7963,17959,8689,18024,29099
8156500	8842,16420,4078
418500	18002
309750	15365
4423500	11543,24193,4147
2253250	7868
11632250	25022
5034000	7465,29446,10584,12220,7868
8845250	18736,22484,14020,12008,554,12394,28653,8689,7868
154750	569,8943,14119,9834,11196
11493000	22727,9072,12453,7868
9079500	7868
8730250	23662,28876,11431,3228,11679,18868,12068,18024,16110,647,28453,911,7868
65500	18736,5443,6152,21078,15018,7868
6515500	21657
832250	18024,1831,22963,27791
2852250	14360,27415,11682
4503500	24193
11142000	17407,7868
6751750	13737,3068,3658,1008,16243
5901250	14575
10521000	7868
11737250	599
7568750	4329,1831,17087
12065000	12453
9706000	13962,5067,21865,29099,679,9275,28653,22094,20297,6364,12168,23260,23340
1173500	20143,8257,8049,20037,15661,5848
11307500	12068,20300,22359
3588500	21336,16217,8637,7868,530
6247250	10840,679,21975,2771,25618,15814
725000	7868
10322250	1731,10702,7868,5185
3148500	16217,201,14894,8890,12795,27346
11169500	21078,15584,7868
10598500	18575,12220
47000	23549
4102750	20585
5655250	16406,7868,3228,11196
3293750	26523,25193
341000	17958,679,15584,7868
267250	2367,10690
6654750	20180,6299,11687,1415,16110,14261,7868
5957500	24966
4475750	18805,13592,4949,3719,18024,11612,8689,679
7190750	27791,14526
7445000	18075
12231250	26973,12220,6246
11535500	11679
9842500	18805,11176,15672,19048,25086,10726,7380,10908,7868
7320250	26728
3009000	21657,27117,5627,28347,15019,22393,8724,7868
2331750	8625,21840,29099,8689,7179,28370,953,4709,23984,1752,1390,18990,21975,28985,24886,10680,22126,7868,18805,28653,13390,2669,21092
4907500	11196
12061000	16463
4454500	15019,15138,21071,28653,27117
2251750	23549,7868
382250	7868
5952250	5067
239250	28481,3068,12647,7868
10696000	14887,11022
5199750	679
3952000	6571,29099,21844,2128,13998,19379,26699,617,12220,25372,25669
2756000	2198,3590,15344,21092
140500	14625,3627,18730,23779
11496750	9829,7868
71250	28641
7600250	3228,12758,4949,11052,24869,11176,7868
2704750	22359,5764,3658,3228
232000	21865,7868
5812000	11465,19993,17641,679,2683
528250	155,8693
3226500	27791,18741,7868
1189000	16361,12175,23628,15019,23612,27615
4378500	16100
7211250	23656
5754500	8307,14020,7868,3954
7810250	8637,6880
7513250	29203,16463
3520000	16846,1700,23409,14415,23928,6498,29099,18353,7868
4852000	7868
6571750	17706,9193,16540,7868
1517000	19903,27205
8622000	15935
8353250	27205,16331,7560,12285
8123500	3390
573000	23214,18868,19615,16653,21796,11080,7868
5139250	11080
8910750	3590,24929,12688,5598,24503,26614,27514,7868
299750	3719,4452,8528,28410,23612,11080,7868
1969000	12220,18002
5011500	23779,7059,20180,11196,21847,22489,29203,23013,22280
3795000	29099
4304250	7868
1531250	22179,7868
4054000	11304,24088,9090
5027500	11201
2103250	7567,12394,4220
5279750	20386,3228,2368
6233750	3458,4220,18180,10584
11947000	16865,23482,6505,7868,9522,11080,13103
9069000	19937,22393,7868,3627,28017
2797750	28270,11790
9794000	642
5059000	9195
4097500	24844
2626250	11176,7868
11225500	24869,23342
4370750	15638,1666,7868
8523250	15934
847750	28169,18024
9244000	16836,9486,7868
8102000	768
1792000	5429,20154,29203,6203,20979,7868
8145500	21883
6412750	15019
9463750	3677
5999000	26523
11352000	12352,7868
1782250	18024,155,24460
4852500	11665,10151,16500,24541,26288,911,7868
1074500	7868,16602,9567
5320000	3228,7868
11874000	18167,16550,13844,11679,4510,18180,5086,13354,12220,14661,24087,4220
7218000	12220,22556,11201,22317,21936,10702,7868,15859,26619
11579750	12688,11196
10790500	22889,22126
3089500	14020,1917
5248750	28924,18575,20668,27035,15086
5608250	7868
10831750	5640
8701250	1884
7921500	22556,12674
3344750	5310,28463,8805,17748,18290,7542,3313
11601500	13240,11080
1699500	16716,24715
9802000	5883,24015,7868
11321750	3775,4238,15645,5661,17060,17013,27060,15065,21684,12358,24907,11939,24869,16110,3176,20206,7354,27205,24486,7868,9906,13745,3228,949,11793,13888,7997,19891,2750,19673,1000
9973000	25260,23475,18227
11701500	17641,14020
6897000	18544,24177,7868
3981750	6520,21565,27791,3228,5053
6150750	18185,15831,15584
854250	23549,9881,7868
3326250	9479
8702500	23779,8257,29547,11196,19381,15138,24780,7105,16540,3390,7868
8017000	22280,23284,15096
10566000	7868,13554
7797000	13942,11196
9035750	9881,17977,7850,18024,29099,20661
1118250	26665,15584,24306,8278
3282250	23475,7868,29099,11857
981000	14020,11176,11196,28270,12394,27160,8689,7868
4336750	16463
10064500	12220,29099,22583
1244250	4324,1691
6458250	7692
6998500	1031,7868
11535250	2257,16463
7163250	17748,8689,17060
6172000	24704
3304500	4931,17228,25169,3592,3804,13554,6158,18086,24461,29099,22269,17512,8689,7868
4844000	15934,7868,12899,24196
1492500	679,8637,11679,24886,16540,7868
3035250	14020,993,11196,7868,11080,22400,2683
731750	15924,9195,7692,11196
11957000	16818,23907,7868
10972250	16396
10628500	18736,7045,27791,13784,27117,11263,21336,23549,6868,21092,4039,398,5652
11391250	28924
2088000	2198,10949,15019,7868
7687500	5267,12285,14498,16453,20803,14603,7868
5024500	12977,7105,13888,7868
2200750	24506,12674,9315,14020,18741
7854500	12977,527,4949,11080,7323
1365000	13737
317500	7868
1446250	7105,7868
4063000	19974
9782000	29364
5491500	9472,12285,18024,25212,20751,7868
4782250	8446,10778,27791,679,9658
4850000	24601
4153000	21865
620500	7868
7306250	7868
11137750	6104,19891,22447,6193
5915250	2367,15138,14242
5082500	14020
7450000	29202,8637,27791,14261,7868
10000250	17153,5598,9563
200250	12352,1831,9620,25570
10054250	10970,1079,4667,11159,19660
10976250	14580,7354
11761750	554
6700250	8719,9549
6380000	24459
12386500	2367
10773000	2257,9486,7868
11131750	17647,7868
12028500	11679,13390,21392,11196
805750	7868
5254500	7868
2182750	19643
9807250	18905,7868
7143250	10702,7613,22087,217
1140750	22313,6741,14261,12541,7868
7103000	23662,5574,11465,26722,15019,11080,7868
3903500	15138,1392
3963750	7096,19014,3809,11176,4949,13737,11330,7356,12977
5693000	14020,21899
887500	11080
11730000	1446,21565,13390,6193
10312750	25260,5185,15934,4949,20367,3627,6672,12352,9620,7868
1909250	23470,6326,14209,504,10014,24645,20516
5910250	28525
10592000	1335,8816,14261,7868
3054250	14020
1381000	17958,14261,29099
6400000	3313,15258,15672,2452
3719250	3362,4960
5082750	17214,11029,6740,7868
1971500	25329,7096,27791,11000
10653250	18024,20180,7868
7435500	18024,27950
5407750	6352
3405000	19974
38250	14265,11176,10051
2771250	14694,23475,29490,27670,2513,12606,255
9288000	2683
9103250	9563
1247000	25635,7868
3684750	16754
3317500	679,22313,3032,8446,7692,7868
9972250	15138
2870250	17606,14020,4003
7323750	11196
5354000	18024,20180,7868
7898750	26894,7868
799000	27791,29099
5968250	16406,29099
9946250	21865,26619
1793250	4949,14020,2033,679,27625
2921750	143,29547,15934,12754,7868,6880,15584,27791,11176
434750	19394,3228,16972,21911,27511,4571
5847500	7868
5522250	7868
12234750	21632,25372,4078,29465
4770500	14020,10404,6988,12220,27625,9165
5654000	5896,29231,7868
9121750	18805,2683,7868
8792750	7868
4895250	23779,16944,5094,15423,7868
11590500	17512,7868
11440500	2179,14261,15584,3228
2378500	2367,25372,18937,23774,3228
3846250	11882,23143,15584
4712250	20902
3573750	23662,4452,11670,7868
3581250	23482,22126,12512
10112000	2471
2874500	10840,7868
2232500	4683,11000,679,7868,14261
6694750	14020,20127,24196,3151,12977,1461,7868
11046750	7169
9123500	14694,18678,12168,15138,7868
4047000	7105,29446
11434750	18758,10840,9985,7071
5906250	27791
10212500	24081,24788,12927
3216500	7868,28992
1855750	7868
5220750	8689,28438
1206500	7868
1966250	25260,155,3228,23482,11052,26722,16110,6672,2257,12329
5846250	1831,18200
1104500	7868,2683
3266750	5416,3228,12220
5187750	1481,7868
12004000	5081,15307,16463
4876750	20536,11378,949,12394,11431,7868
5121750	15138
415500	554,7868
2920750	23407,22359,7868
5226500	22484,11687,8689,3627,7868
7892000	5267,911,1530,8489,15661,17647,29225
621500	11670,25260,11176,1008,23861,7868,18024,29099,5845,16009,2683
7405250	11330
9436000	29203,504,4731,6571
5078750	6546,679,18990,24015,4949,25669,554,14580
9586500	17401,5799,8860,7868
10768750	19993
1661750	14020,15534,22342,7868
10578000	7868,28992
5898500	26722
6234000	21372,7868,4220,18051,17020
835000	14020,8637,14048,7071,11734,19632,16722,7868
11896000	7868
452750	14020,14796
3723750	12271,14020,1831,4078,21672
9076750	2826,5712
3211250	3228,11076,17706,12431,26516,27155,6148,15584
1074750	3699,11904,10171,12747,527,12220,11679,11080,7868
563500	21838,12426,20300,21840,28347,5661,3658,19632,8313,9620,23284,14073,7868
9055750	18024
4658500	17453,679,10948,25917,27625,7868
3014750	7868
10944750	155,13451,28752,8689,25372,25687
1911500	25500,3228
8100250	7868
8172250	7868
11129250	23214,4949,11280,11080,9829,7868
4317250	22029
11340250	26973,14294
9671750	26722,7868
3644250	29473,4381,18843,16406,4775,7127,7868
11564250	14969,25483,6104
12377250	14020,2729,3151,19405,8689,18075,5799,7868
1046250	27791,6621
4376250	21225,15631,27407,19993,8689,7868
5037000	11196,27508,14796,26722,27791,21140,7868
5745000	4571,26722
2386250	948,7061,1008
5911250	7868
6497000	20747
6683750	5267,29203,4731,14261,10169
9979000	251,7868
2138750	1950,7868
3592750	14694,7868
5865750	3228,11196,10268,57,1446,11652,911,7868
3549000	9111,5184,7868
6272000	2803,12055,17400,6080
5735000	7868
10297000	27056,18075,25058
8230750	4949,24841,7868
417250	12068
1110750	20578,12426
3625250	26614,5625
4809750	7868
9179500	27637,17835,12220,11196
4184250	14020,11196,4949,23928,241,12220,11983,8689
1240250	12394,2160
5264500	12394,27791,7868
8799750	12018,679,18024,20826,14261,7868
9782500	23662,4949,7868
1181250	21110,23284,7868
7375000	11201
9592500	9549,26665,7868
9628250	23779,18024,7868
266500	10282
6977000	7868
3245250	18730
2882750	4452,29225
8129250	8637,16323,18097,25733,7868
10774750	27791,1577,7868
2198750	18024,12394,16550,13054,12220
8195000	18024,11080,8943,7868
6619500	11465,3627,7868
3781500	7868
7116750	14930,19514,24503,26605,10308
7322250	23861
1165500	15423
10539250	14020,1461
6849750	15584,6757,2655,29099,2199,25372
5726500	17244,7868
7060500	3384,23214,12287,504,8692,22442,19005,7868
4447000	7868
1025250	13247
1727500	4452,7812,3228,7868
12229000	17389,12588,7868
9512750	11080,25651,3228,4239,7868
9199500	24969,29099,7868
5239500	14153
69500	18196,6352,7868
1459750	16550
3675000	13779,1565
7002750	1481,7868
472000	25333,23584,6211,3515
4257000	11196,7868,27625
8435250	11080,18730,23896,11679,7105,21067,16540,14261,7868
7830250	17237,554
9394500	16540,29099
1688750	12220
8314250	27618,16540,11196
10818500	23779,5334,7868
8243500	4931,949,11196,4949,4479,17060,29099,24869,8489,3390,18075,24892,11776
3096750	20388,8628
8040000	8257,29551,5429,9829,17084,2655,12285,24541,15138,239,27205,18275,25372,17400,26341,7868
8324500	14020
19500	19421,20551,7868
2752000	12243,27906,3032,26728,22179,7868
4967250	6101,12431,7868
5539250	8689,7868
10119250	10282,7868
9437500	15584,489
11939000	22317
1953250	12394,25289,3658,14020,2610
10229250	8689,23628
11747250	155,4571,15784,16624,251,679,8943,11244,4411,11605,9563,7692,18353,4960,27487,18730,9111,7411,14048,18712,12285,28411,9620,7868,10840,20207,26523,11652
711500	26722,11052,4709,17118
8757750	18024,24601,23928
861750	27791
10257500	10893
1724000	29099,7868
3742000	26168,13020,8643,7868
6412250	15159,7260
10261750	18805,1222,21657,28270,19394,18024,14533,17061,14261
6458500	8637
6258500	12068
393250	4949,7868
4399750	23207
9720000	8816,21092,1392,7868
6900500	21659
12015000	7552
5899750	12220
8529750	15138,7868,22583
9163000	7868,11080,6096
887750	15019
6848000	9671
5256500	7868,20679,614,3775
2968250	14273,8637,18805
10234000	10970,14020,9111,3719,28653,4039,15019,14261
6874250	17760,26754,155,647,18805,8637,12747,28410,15584,14265,13483,11080,12168,2683
1724250	16176,23198,3228,15269,7868
2975500	16406,14902,5086,7868,19745
11613500	7868
6807250	22393,27791,8327,7868
5959000	18805,27791,14242,14153
11121500	13049,20297,18024,15799
5769750	24503
11158000	8637,21930,9563,239,15018,12076,24565,7868
9694750	14550
4059500	16463,7868
10393750	3438,29265,2437,7868
3524750	4808,26871,17920,4491
2988000	15828,22482
1338750	845,12586
1622500	22027,8148,19179,14020,7868
8528750	27791,16913
7785250	12132,20846,7868
10052000	22126,7680
1812000	23793,11196,21628,29077,28410,7868
2033500	11176,28270,4949,3627,11465,24277,8689,7868
5780000	16460,17214,17959,155,15315,11022,22313,7061,19523,21336,17061,15584,22529,15811,5814,14261,7868
6061250	16463,22359,11176,10893,15019,7868
2480750	23284
7269250	27791,8637,2729,23295,20578,24571
1525000	2257,7868,11196
9352750	28759,17133,6548
2148250	14294
4073250	27415,7868
10224750	1481
3310750	23774,15432
8033500	7868,28653,2471,6113
364250	11679
8385000	9111,18080,19217,7680
746000	21865,155,7105
599750	20297,9657,7868
4921000	23549
4716750	29202,2683
691500	9842,239,26288,22664,8643,7868
8280500	16674,17972
4814750	7868
11949750	2198,5403,29547
9839750	7868
11494250	8676,11196
6957500	27955,15534,29547,22029,16722,12606,7868
984500	27791,7868,2513
8163500	22621,28438,26959,3252,18868,7868
7269750	19475
8271000	11280
439000	25415,3228,24060,6104,3362,16821,12287,26404,647,2198,7868
8649250	18024
6003750	23662,3390,15584,5053,12285,15233,18843,4949,15414,6665,2257,23013,2033,647,27625,19814,8792,11080,7737,7868
2891500	28370,8724,4949,3627,8027,819,2257,14161,14580,255
5697750	2367,27791
1934750	7868
892500	18805,23403,239,17180,15019,7868
776750	16939,18388,3228,2963,26699
1767500	27977,20180
6571000	5429,5470,1773,20626,11687,4254,28687,12162,13430
10588000	14020,15138
8160750	22244,15308,18529,11196
1063000	15019,28481,22280
5642000	10840,11176,10726,4949,12512,11080,25424,7868
282500	12055,2683
6852750	7822,4949
11972750	15631,4846,7260,21693,7936
5143250	5429,14482,26614,6287,26394,23549,9563
8628250	10879,28481,26288,7868,14153,5848
11552750	23448,27791
2428500	24471
11711250	28453,599,3719,24942,23861,5330,6175,10866,1392,14165
2807500	3817,27117,12688,29203,18024,1015,1010
11527500	27791
7703750	8719,7868
